Join_Count,TARGET_FID,JOIN_FID,Join_Cou_1,TARGET_F_1,JOIN_FID_1,FID_,id,lat,lon,month,panoid,year,NEAR_FID,NEAR_DIST,NEAR_ANGLE,NEAR_X,NEAR_Y,FIRST_OBJE,FIRST_FID_,FIRST_OB_1,FIRST_LANE,FIRST_SPEE,FIRST_ONEW,FIRST_LABE,FIRST_Bike,FIRST_Road,Seg_id,Seg_Time_i,OBJECTID,LANE
1,159,250,1,159,148,159,5db726849b5b96ae4927a176,39.96676921000,-82.99655903000,8,zFNc10AaHlNfQPOd7U7xbw,2017,3569,0.00002230000,-96.53727318000,-82.99656157000,39.96674705000,452,19,30028.00000000000,4,35,WB,E Spring St,2,Spring St,250,250_2017_8,4775,1
1,160,250,1,160,148,160,5db726849b5b96ae4927a177,39.96672084000,-82.99648478000,10,ouXl_Wcq-2SVlJ-98wuCgw,2017,3569,0.00001980000,90.06607717000,-82.99648481000,39.96674062000,452,19,30028.00000000000,4,35,WB,E Spring St,2,Spring St,250,250_2017_10,4775,1
1,161,250,1,161,148,161,5db726849b5b96ae4927a178,39.96675153000,-82.99646495000,7,mU5qwo63AxuWs0_DLEadFQ,2018,3569,0.00001090000,-89.93392288000,-82.99646493000,39.96674064000,452,19,30028.00000000000,4,35,WB,E Spring St,2,Spring St,250,250_2018_7,4775,1
1,162,250,1,162,148,162,5db726849b5b96ae4927a17a,39.96678547000,-82.99661165000,8,DXInKPuBQ1io9dzpAHxeHg,2015,3569,0.00003250000,-96.53727317000,-82.99661535000,39.96675322000,452,19,30028.00000000000,4,35,WB,E Spring St,2,Spring St,250,250_2015_8,4775,1
1,163,250,1,163,148,163,5db726849b5b96ae4927a17b,39.96673499000,-82.99660845000,10,EXzZIig7QLU6M9GBX1Amtg,2015,3569,0.00001730000,83.46272683000,-82.99660647000,39.96675220000,452,19,30028.00000000000,4,35,WB,E Spring St,2,Spring St,250,250_2015_10,4775,1
1,164,250,1,164,148,164,5db726849b5b96ae4927a17c,39.96678391000,-82.99661809000,8,6mOf2JjSYWs7YXzgjAyifQ,2016,3569,0.00003020000,-96.53727316000,-82.99662153000,39.96675392000,452,19,30028.00000000000,4,35,WB,E Spring St,2,Spring St,250,250_2016_8,4775,1
1,165,250,1,165,148,165,5db726849b5b96ae4927a17d,39.96676997000,-82.99658758000,7,dJQJv4AhFu2_anwUHeeiWQ,2018,3569,0.00001980000,-96.53727315000,-82.99658984000,39.96675029000,452,19,30028.00000000000,4,35,WB,E Spring St,2,Spring St,250,250_2018_7,4775,1
1,166,250,1,166,148,166,5db726849b5b96ae4927a17f,39.96680470000,-82.99673375000,8,ryTlxFC_W6s8KQCgi-f8Rw,2015,3569,0.00003770000,-96.53727318000,-82.99673804000,39.96676728000,452,19,30028.00000000000,4,35,WB,E Spring St,2,Spring St,250,250_2015_8,4775,1
1,167,250,1,167,148,167,5db726849b5b96ae4927a180,39.96680000000,-82.99674414000,8,E2t9TDtVGheX4xrmopYIcQ,2016,3569,0.00003180000,-96.53727317000,-82.99674776000,39.96676839000,452,19,30028.00000000000,4,35,WB,E Spring St,2,Spring St,250,250_2016_8,4775,1
1,168,250,1,168,148,168,5db726849b5b96ae4927a181,39.96680839000,-82.99680060000,9,MCdHtvdonETtbGB7qOSqaQ,2017,3569,0.00003370000,-96.53727318000,-82.99680444000,39.96677488000,452,19,30028.00000000000,4,35,WB,E Spring St,2,Spring St,250,250_2017_9,4775,1
1,169,250,1,169,148,169,5db726849b5b96ae4927a182,39.96680538000,-82.99682285000,7,VtBr5ED-cPQ_aHnxNzbWPA,2018,3569,0.00002820000,-96.53727315000,-82.99682606000,39.96677736000,452,19,30028.00000000000,4,35,WB,E Spring St,2,Spring St,250,250_2018_7,4775,1
1,170,252,1,170,221,170,5db726849b5b96ae4927a18b,39.96681818000,-82.99703344000,8,Sn3UkpvniZgnhrcOfWtL1g,2015,4652,0.00000764000,-169.03045480000,-82.99704095000,39.96681673000,466,62,35460.00000000000,4,35,NB,N Fourth St,3,Fourth St,252,252_2015_8,7856,1
1,172,250,1,172,221,172,5db726849b5b96ae4927a18d,39.96681063000,-82.99700377000,8,fTc3Rz1gGkUnSZa_yPKzmA,2016,3569,0.00001280000,-96.53727320000,-82.99700523000,39.96679789000,452,19,30028.00000000000,4,35,WB,E Spring St,2,Spring St,250,250_2016_8,7856,1
1,173,250,1,173,221,173,5db726849b5b96ae4927a18e,39.96681471000,-82.99700268000,8,3Y8G3ZKV2rA_X_vgS0soSg,2017,3569,0.00001700000,-96.53727319000,-82.99700462000,39.96679782000,452,19,30028.00000000000,4,35,WB,E Spring St,2,Spring St,250,250_2017_8,7856,1
1,174,240,1,174,221,174,5db726849b5b96ae4927a18f,39.96677325000,-82.99704447000,10,C1LeAYR3c8xqGvoAKZ6fSw,2017,4960,0.00001170000,10.87147661000,-82.99703299000,39.96677546000,428,16,25529.00000000000,4,35,NB,N Fourth St,3,Fourth St,240,240_2017_10,7856,1
1,195,115,1,195,87,195,5db726849b5b96ae4927a1bd,39.95167015000,-82.98080619000,11,9B8kGEilqiG_-4teOcLhVw,2015,3651,0.00003210000,73.73431752000,-82.98079719000,39.95170100000,19,50,35199.00000000000,4,35,,E Livingston Ave,2,E Livingston Ave,115,115_2015_11,4374,1
1,196,115,1,196,87,196,5db726849b5b96ae4927a1be,39.95169309000,-82.98087966000,9,7VYMcFS8d0_ogKOeX9MzWA,2016,3651,0.00003070000,73.73431751000,-82.98087106000,39.95172255000,19,50,35199.00000000000,4,35,,E Livingston Ave,2,E Livingston Ave,115,115_2016_9,4374,1
1,197,115,1,197,87,197,5db726849b5b96ae4927a1bf,39.95166779000,-82.98078917000,9,0ScZqkxInnC9nKtU0xCrsQ,2017,3651,0.00002960000,73.73431750000,-82.98078087000,39.95169623000,19,50,35199.00000000000,4,35,,E Livingston Ave,2,E Livingston Ave,115,115_2017_9,4374,1
1,198,115,1,198,87,198,5db726849b5b96ae4927a1c3,39.95163373000,-82.98068542000,10,WertQ3JTjbtlqA_7dLyT4Q,2015,3651,0.00003330000,73.73431749000,-82.98067610000,39.95166567000,19,50,35199.00000000000,4,35,,E Livingston Ave,2,E Livingston Ave,115,115_2015_10,4374,1
1,199,115,1,199,87,199,5db726849b5b96ae4927a1c4,39.95165652000,-82.98075192000,9,bbs460Quln9yBE6qI7gY4A,2016,3651,0.00003000000,73.73431751000,-82.98074351000,39.95168533000,19,50,35199.00000000000,4,35,,E Livingston Ave,2,E Livingston Ave,115,115_2016_9,4374,1
1,200,115,1,200,87,200,5db726849b5b96ae4927a1c5,39.95163394000,-82.98067260000,9,bCalF9EsIbWSG6CaLelA8g,2017,3651,0.00002950000,73.73431751000,-82.98066435000,39.95166224000,19,50,35199.00000000000,4,35,,E Livingston Ave,2,E Livingston Ave,115,115_2017_9,4374,1
1,201,115,1,201,87,201,5db726849b5b96ae4927a1c8,39.95159773000,-82.98055939000,10,wefaUvTUZ2Vm0nEyPkYkRQ,2015,3651,0.00003250000,73.73431752000,-82.98055028000,39.95162896000,19,50,35199.00000000000,4,35,,E Livingston Ave,2,E Livingston Ave,115,115_2015_10,4374,1
1,202,115,1,202,87,202,5db726849b5b96ae4927a1c9,39.95157096000,-82.98045285000,11,cXou2deY-aeYqRQUrgL3gw,2015,3651,0.00002840000,73.73431751000,-82.98044490000,39.95159821000,19,50,35199.00000000000,4,35,,E Livingston Ave,2,E Livingston Ave,115,115_2015_11,4374,1
1,203,115,1,203,87,203,5db726849b5b96ae4927a1ca,39.95158894000,-82.98051747000,8,BX02Y8S0KAd4unBA5YeCXA,2016,3651,0.00002920000,73.73431751000,-82.98050929000,39.95161700000,19,50,35199.00000000000,4,35,,E Livingston Ave,2,E Livingston Ave,115,115_2016_8,4374,1
1,204,115,1,204,87,204,5db726849b5b96ae4927a1cb,39.95160018000,-82.98055554000,9,qMam202JDr6NV5UdArgO8Q,2017,3651,0.00002910000,73.73431751000,-82.98054739000,39.95162811000,19,50,35199.00000000000,4,35,,E Livingston Ave,2,E Livingston Ave,115,115_2017_9,4374,1
1,205,115,1,205,87,205,5db726849b5b96ae4927a1cf,39.95154014000,-82.98034198000,11,6iTl_Hdgw3eG6RxjBI62ow,2015,3651,0.00002730000,74.14802869000,-82.98033451000,39.95156645000,19,50,35199.00000000000,4,35,,E Livingston Ave,2,E Livingston Ave,115,115_2015_11,4374,1
1,206,115,1,206,87,206,5db726849b5b96ae4927a1d0,39.95155078000,-82.98037860000,9,FwHeM8dWeop2cnErQ72Kbw,2016,3651,0.00002710000,74.14802869000,-82.98037120000,39.95157686000,19,50,35199.00000000000,4,35,,E Livingston Ave,2,E Livingston Ave,115,115_2016_9,4374,1
1,207,115,1,207,87,207,5db726849b5b96ae4927a1d1,39.95156667000,-82.98043685000,9,jr0KKh7fwvZt4W1L2DDkUg,2017,3651,0.00002800000,73.73431752000,-82.98042900000,39.95159357000,19,50,35199.00000000000,4,35,,E Livingston Ave,2,E Livingston Ave,115,115_2017_9,4374,1
1,208,115,1,208,87,208,5db726849b5b96ae4927a1d5,39.95152859000,-82.98025886000,11,Hga3k7WniAEGd4CM7eP9wQ,2015,3651,0.00001580000,74.14802869000,-82.98025456000,39.95154375000,19,50,35199.00000000000,4,35,,E Livingston Ave,2,E Livingston Ave,115,115_2015_11,4374,1
1,209,115,1,209,87,209,5db726849b5b96ae4927a1d6,39.95153258000,-82.98031854000,9,nMu4fKTnfXaJF7tdfvK9vw,2017,3651,0.00002820000,74.14802869000,-82.98031083000,39.95155972000,19,50,35199.00000000000,4,35,,E Livingston Ave,2,E Livingston Ave,115,115_2017_9,4374,1
1,210,115,1,210,87,210,5db726849b5b96ae4927a1da,39.95147960000,-82.98014270000,10,970dTI27XI2a-OStdujsRw,2015,3651,0.00003120000,74.14802865000,-82.98013419000,39.95150957000,19,50,35199.00000000000,4,35,,E Livingston Ave,2,E Livingston Ave,115,115_2015_10,4374,1
1,211,115,1,211,87,211,5db726849b5b96ae4927a1db,39.95150281000,-82.98022037000,8,LO7dVoE7arMJ7WlXC_nySA,2016,3651,0.00003000000,74.14802868000,-82.98021216000,39.95153171000,19,50,35199.00000000000,4,35,,E Livingston Ave,2,E Livingston Ave,115,115_2016_8,4374,1
1,212,115,1,212,87,212,5db726849b5b96ae4927a1dc,39.95148242000,-82.98014675000,9,iobQaHMM3eJSRs7qh0NCKA,2016,3651,0.00002950000,74.14802869000,-82.98013868000,39.95151084000,19,50,35199.00000000000,4,35,,E Livingston Ave,2,E Livingston Ave,115,115_2016_9,4374,1
1,213,115,1,213,87,213,5db726849b5b96ae4927a1e0,39.95146318000,-82.98008538000,10,8lvFUmRT0FTiyoyH-ZpTcQ,2015,3651,0.00003130000,74.14802867000,-82.98007683000,39.95149328000,19,50,35199.00000000000,4,35,,E Livingston Ave,2,E Livingston Ave,115,115_2015_10,4374,1
1,214,115,1,214,87,214,5db726849b5b96ae4927a1e1,39.95145139000,-82.98004640000,8,Z2DFaj2EIYEzGRGFY3oDWA,2016,3651,0.00003200000,74.14802868000,-82.98003767000,39.95148216000,19,50,35199.00000000000,4,35,,E Livingston Ave,2,E Livingston Ave,115,115_2016_8,4374,1
1,215,115,1,215,87,215,5db726849b5b96ae4927a1e2,39.95146298000,-82.98008230000,9,CqRi5kGx7azOj686vcGtGQ,2017,3651,0.00003060000,74.14802868000,-82.98007393000,39.95149246000,19,50,35199.00000000000,4,35,,E Livingston Ave,2,E Livingston Ave,115,115_2017_9,4374,1
1,216,115,1,216,87,216,5db726849b5b96ae4927a1e5,39.95144680000,-82.98002938000,10,9t8h6yvG-sYzdEnfeYMJrw,2015,3651,0.00003170000,74.14802869000,-82.98002071000,39.95147734000,19,50,35199.00000000000,4,35,,E Livingston Ave,2,E Livingston Ave,115,115_2015_10,4374,1
1,217,115,1,217,87,217,5db726849b5b96ae4927a1e6,39.95144873000,-82.98003271000,9,iNN3zY5gcTHdew2qL_IaqQ,2016,3651,0.00003080000,74.14802866000,-82.98002430000,39.95147836000,19,50,35199.00000000000,4,35,,E Livingston Ave,2,E Livingston Ave,115,115_2016_9,4374,1
1,218,115,1,218,87,218,5db726849b5b96ae4927a1e7,39.95144560000,-82.98002449000,9,sI_pMx_MVdsaAwT-Sn96VA,2017,3651,0.00003160000,74.14802868000,-82.98001587000,39.95147597000,19,50,35199.00000000000,4,35,,E Livingston Ave,2,E Livingston Ave,115,115_2017_9,4374,1
1,219,115,1,219,87,219,5db726849b5b96ae4927a1ea,39.95141889000,-82.97982216000,10,NT9czNHxwMqP5Hg3ZPoG7A,2015,3651,0.00000200000,74.14802860000,-82.97982162000,39.95142081000,19,50,35199.00000000000,4,35,,E Livingston Ave,2,E Livingston Ave,115,115_2015_10,4374,1
1,220,115,1,220,87,220,5db726849b5b96ae4927a1eb,39.95139715000,-82.97986162000,11,ykbdJJuqvz63e8CrVjy2lw,2015,3651,0.00003370000,74.14802866000,-82.97985242000,39.95142956000,19,50,35199.00000000000,4,35,,E Livingston Ave,2,E Livingston Ave,115,115_2015_11,4374,1
1,221,115,1,221,87,221,5db726849b5b96ae4927a1ec,39.95140329000,-82.97978117000,9,8hPqSCU6j57cYi0TTTmwIw,2016,3651,0.00000581000,74.14802864000,-82.97977958000,39.95140887000,19,50,35199.00000000000,4,35,,E Livingston Ave,2,E Livingston Ave,115,115_2016_9,4374,1
1,222,115,1,222,87,222,5db726849b5b96ae4927a1ed,39.95139954000,-82.97986475000,9,6w7mQ-WCQqkGAL-mYDvY0g,2017,3651,0.00003220000,74.14802869000,-82.97985595000,39.95143056000,19,50,35199.00000000000,4,35,,E Livingston Ave,2,E Livingston Ave,115,115_2017_9,4374,1
1,223,240,1,223,66,223,5db726849b5b96ae4927a1f3,39.96554569000,-82.99679401000,8,DWiTtHr0rItIZqZppWiCXA,2015,3661,0.00000036600,-168.89923020000,-82.99679437000,39.96554562000,428,16,25529.00000000000,4,35,NB,N Fourth St,3,Fourth St,240,240_2015_8,4177,1
1,224,240,1,224,66,224,5db726849b5b96ae4927a1f4,39.96553343000,-82.99676060000,8,zzUiDBnApvvay1Pq73brBw,2016,3661,0.00003080000,-168.89922960000,-82.99679082000,39.96552750000,428,16,25529.00000000000,4,35,NB,N Fourth St,3,Fourth St,240,240_2016_8,4177,1
1,225,240,1,225,66,225,5db726849b5b96ae4927a1f5,39.96555217000,-82.99672669000,8,WQRs1QzByWMVRsf5p4PLfg,2017,3661,0.00006770000,-168.89922960000,-82.99679310000,39.96553914000,428,16,25529.00000000000,4,35,NB,N Fourth St,3,Fourth St,240,240_2017_8,4177,1
1,226,240,1,226,66,226,5db726849b5b96ae4927a1fc,39.96572456000,-82.99684374000,9,kdrruR5xH2tkj_LFJMeeIQ,2016,3661,0.00001400000,11.10077038000,-82.99683001000,39.96572725000,428,16,25529.00000000000,4,35,NB,N Fourth St,3,Fourth St,240,240_2016_9,4177,1
1,227,240,1,227,66,227,5db726849b5b96ae4927a1fd,39.96573639000,-82.99676120000,8,dUwn5y6Ia6f96DmXD5F5GA,2017,3661,0.00006930000,-168.89922960000,-82.99682918000,39.96572305000,428,16,25529.00000000000,4,35,NB,N Fourth St,3,Fourth St,240,240_2017_8,4177,1
1,228,240,1,228,66,228,5db726849b5b96ae4927a203,39.96578984000,-82.99686288000,8,Tu6rGJmWVzFaOnYju4aFVw,2015,3661,0.00002020000,11.10077037000,-82.99684305000,39.96579373000,428,16,25529.00000000000,4,35,NB,N Fourth St,3,Fourth St,240,240_2015_8,4177,1
1,229,240,1,229,66,229,5db726849b5b96ae4927a204,39.96582142000,-82.99686271000,9,lKM15uL-tZHrirKMya6qeg,2016,3661,0.00001400000,11.10077036000,-82.99684901000,39.96582411000,428,16,25529.00000000000,4,35,NB,N Fourth St,3,Fourth St,240,240_2016_9,4177,1
1,230,240,1,230,66,230,5db726849b5b96ae4927a205,39.96583146000,-82.99677986000,8,mVN7sXfq0GVfOKi6B1B4nw,2017,3661,0.00006930000,-168.89922960000,-82.99684784000,39.96581812000,428,16,25529.00000000000,4,35,NB,N Fourth St,3,Fourth St,240,240_2017_8,4177,1
1,231,240,1,231,66,231,5db726849b5b96ae4927a20c,39.96591684000,-82.99686074000,8,IyjcbPtqJzGG_zu0F3-DMw,2015,3661,0.00000634000,-168.89922960000,-82.99686697000,39.96591562000,428,16,25529.00000000000,4,35,NB,N Fourth St,3,Fourth St,240,240_2015_8,4177,1
1,232,240,1,232,66,232,5db726849b5b96ae4927a20d,39.96591796000,-82.99688423000,9,s4ksgsMzDbYgIC05kA0kGA,2016,3661,0.00001650000,11.10077037000,-82.99686805000,39.96592114000,428,16,25529.00000000000,4,35,NB,N Fourth St,3,Fourth St,240,240_2016_9,4177,1
1,233,240,1,233,66,233,5db726849b5b96ae4927a20e,39.96592726000,-82.99679862000,8,iccuUs5MqmqM-OwTvjzLCQ,2017,3661,0.00006930000,-168.89922960000,-82.99686663000,39.96591391000,428,16,25529.00000000000,4,35,NB,N Fourth St,3,Fourth St,240,240_2017_8,4177,1
1,234,240,1,234,66,234,5db726849b5b96ae4927a215,39.96602569000,-82.99686664000,8,qODR5dhR7uAkQa0LhRSZzg,2015,3661,0.00002150000,-168.89922960000,-82.99688775000,39.96602154000,428,16,25529.00000000000,4,35,NB,N Fourth St,3,Fourth St,240,240_2015_8,4177,1
1,235,240,1,235,66,235,5db726849b5b96ae4927a216,39.96603901000,-82.99685681000,8,oJV2Jx60Uqm6SFxicr3Q6g,2016,3661,0.00003370000,-168.89922960000,-82.99688990000,39.96603252000,428,16,25529.00000000000,4,35,NB,N Fourth St,3,Fourth St,240,240_2016_8,4177,1
1,236,240,1,236,66,236,5db726849b5b96ae4927a217,39.96602161000,-82.99681728000,8,ulMl9RnIcifcHiqDfdluYg,2017,3661,0.00006920000,-168.89922960000,-82.99688515000,39.96600829000,428,16,25529.00000000000,4,35,NB,N Fourth St,3,Fourth St,240,240_2017_8,4177,1
1,247,115,1,247,87,247,5db726a99b5b96ae4927a230,39.95181594000,-82.98129388000,10,up4zxNfzrDm8-zoYpCtzHA,2015,3682,0.00003120000,73.33763924000,-82.98128493000,39.95184584000,19,50,35199.00000000000,4,35,,E Livingston Ave,2,E Livingston Ave,115,115_2015_10,4374,1
1,248,115,1,248,87,248,5db726a99b5b96ae4927a231,39.95182410000,-82.98132788000,8,JlzoVFlcWffdCevKJzUufw,2016,3682,0.00003310000,73.33763924000,-82.98131838000,39.95185586000,19,50,35199.00000000000,4,35,,E Livingston Ave,2,E Livingston Ave,115,115_2016_8,4374,1
1,249,115,1,249,87,249,5db726a99b5b96ae4927a235,39.95179328000,-82.98122212000,8,XonC8Le6TrV_1Kpw-nhHpA,2016,3682,0.00003240000,73.33763924000,-82.98121285000,39.95182427000,19,50,35199.00000000000,4,35,,E Livingston Ave,2,E Livingston Ave,115,115_2016_8,4374,1
1,250,115,1,250,87,250,5db726a99b5b96ae4927a236,39.95177789000,-82.98116351000,9,2b_jCYM9EWzlzTNUjDDzzw,2016,3682,0.00003030000,73.33763921000,-82.98115483000,39.95180691000,19,50,35199.00000000000,4,35,,E Livingston Ave,2,E Livingston Ave,115,115_2016_9,4374,1
1,251,115,1,251,87,251,5db726a99b5b96ae4927a23a,39.95176962000,-82.98113508000,11,bjQCWd2TRno_6DV6D7Kl0g,2015,3682,0.00003010000,73.33763922000,-82.98112646000,39.95179841000,19,50,35199.00000000000,4,35,,E Livingston Ave,2,E Livingston Ave,115,115_2015_11,4374,1
1,252,115,1,252,87,252,5db726a99b5b96ae4927a23b,39.95175410000,-82.98108420000,9,P1N4H0N2NDY719UjcRrD-A,2016,3682,0.00003030000,73.33763923000,-82.98107550000,39.95178316000,19,50,35199.00000000000,4,35,,E Livingston Ave,2,E Livingston Ave,115,115_2016_9,4374,1
1,253,115,1,253,87,253,5db726a99b5b96ae4927a23c,39.95177346000,-82.98114586000,9,tlXBa8yj63wIdwoz88ESyg,2017,3682,0.00002950000,73.33763923000,-82.98113741000,39.95180169000,19,50,35199.00000000000,4,35,,E Livingston Ave,2,E Livingston Ave,115,115_2017_9,4374,1
1,254,115,1,254,87,254,5db726a99b5b96ae4927a23f,39.95172084000,-82.98097542000,11,5naDZjf_CH30z_tby1_nZg,2015,3682,0.00003100000,73.33763923000,-82.98096653000,39.95175055000,19,50,35199.00000000000,4,35,,E Livingston Ave,2,E Livingston Ave,115,115_2015_11,4374,1
1,255,115,1,255,87,255,5db726a99b5b96ae4927a240,39.95172189000,-82.98097310000,9,SdAlYIofMVsPj-khuvdCGw,2017,3682,0.00002930000,73.33763923000,-82.98096469000,39.95175000000,19,50,35199.00000000000,4,35,,E Livingston Ave,2,E Livingston Ave,115,115_2017_9,4374,1
1,256,115,1,256,87,256,5db726a99b5b96ae4927a243,39.95168622000,-82.98096126000,11,18MCoAkDdAWSvlFkmkEUVQ,2015,3651,0.00006010000,73.73431752000,-82.98094441000,39.95174395000,19,50,35199.00000000000,4,35,,E Livingston Ave,2,E Livingston Ave,115,115_2015_11,4374,1
1,257,115,1,257,87,257,5db726a99b5b96ae4927a244,39.95170054000,-82.98090686000,8,FMmYuISDOp3Iid53g3ap1A,2016,3651,0.00003120000,73.73431751000,-82.98089814000,39.95173045000,19,50,35199.00000000000,4,35,,E Livingston Ave,2,E Livingston Ave,115,115_2016_8,4374,1
